p1,p2,p3,p4,p5,p6,p7,p8,p9,df,df_no_opt
0.0701688631,0.0565373816,0.0435759117,0.0313774221,0.0602375773,0.0919706556,0.1373883046,0.1879259315,0.3208179524,0.023707688039510177,0.0237498
0.0697334592,0.0562944316,0.0434738762,0.0309503769,0.0597873567,0.0914048421,0.1375021741,0.1907985249,0.3200549583,0.023707856614588053,0.0237498
0.071859783,0.0569647176,0.0441971492,0.0318446167,0.0603833817,0.0924518708,0.1372280176,0.18911835,0.3159521135,0.023707698218874775,0.0237498
0.0709097423,0.057628354,0.0446794917,0.0320091918,0.0607134428,0.0920654939,0.136086679,0.1899687227,0.3159388818,0.023707863836162024,0.0237498
0.0712654001,0.0563590724,0.0436451044,0.0313496496,0.0599577868,0.0921237876,0.1378534551,0.1895448534,0.3179008905,0.023707692165306018,0.0237498
0.0700905148,0.0555601301,0.0432300674,0.0313608336,0.0597174133,0.0919359629,0.1375284542,0.1903293564,0.3202472673,0.023707716470827103,0.0237498
0.0711141808,0.0560670813,0.0435992514,0.0314576413,0.0599751386,0.0918138974,0.1362276155,0.1888992945,0.3208458991,0.023707491273281686,0.0237498
0.0711461772,0.0559683505,0.0435489322,0.0314431397,0.0599462763,0.0917620185,0.1360070086,0.1887169819,0.3214611151,0.023707488817799254,0.0237498
0.069401082,0.0551736569,0.0429401029,0.03080288,0.0593250621,0.0916612404,0.1362677219,0.1893398434,0.3250884105,0.02370759584771553,0.0237498
0.0706369002,0.0562916103,0.043250377,0.0313857636,0.0600162115,0.0917209836,0.1376248439,0.190125716,0.318947594,0.023707595184117258,0.0237498
0.0714197275,0.0570641627,0.0439884675,0.0314158762,0.0602618343,0.091885293,0.1365088561,0.1888625313,0.3185932514,0.023707607908692172,0.0237498
0.0695540752,0.0556815376,0.0429758046,0.0308380731,0.0595692213,0.091244853,0.1366508346,0.1900169943,0.3234686064,0.023707511693121186,0.0237498
0.0697659542,0.0561350228,0.043377665,0.0312180989,0.0599075151,0.0913770747,0.1357579168,0.1896965947,0.3227641578,0.023707407606353394,0.0237498
0.0695995312,0.0561101544,0.0433479319,0.0312035118,0.0599019179,0.091293652,0.1355258956,0.1897139337,0.3233034715,0.0237074042516065,0.0237498
0.0707328129,0.0558644549,0.0433967704,0.0311525722,0.0595558389,0.0913812769,0.1358154788,0.1916970292,0.3204037659,0.023707400056518595,0.0237498
0.0707949449,0.0557903387,0.0433770625,0.031127802,0.0594806892,0.0913163784,0.1356420447,0.19211299,0.3203577497,0.023707408638762296,0.0237498
0.070036178,0.0557053784,0.0429629825,0.0310157467,0.059020768,0.09142592,0.136161388,0.18939012,0.3242815184,0.023707390260025194,0.0237498
0.0699463983,0.0556122311,0.0428589789,0.0309676953,0.0588507396,0.0913818469,0.136088866,0.189265548,0.325027696,0.023707407081204942,0.0237498
0.0707188012,0.0557310148,0.0433837665,0.0311087243,0.0594471233,0.0912588545,0.135361423,0.1874559733,0.3255343191,0.023707368509859474,0.0237498
0.0707836808,0.0556597933,0.0433838188,0.0310881908,0.0593940359,0.091188748,0.1351389212,0.1869613538,0.3264014575,0.023707385033618616,0.0237498
0.0692843608,0.0547443276,0.0426464375,0.0309186422,0.0589291946,0.09112503,0.1359499347,0.190172818,0.3262292548,0.02370745705940752,0.0237498
0.0689187351,0.0547973941,0.0422821781,0.0306419718,0.059478446,0.0910675408,0.1356589292,0.1900600737,0.327094731,0.023707531538687335,0.0237498
0.0707369048,0.0561350478,0.0432361444,0.0313539196,0.0597555926,0.0910674835,0.1359000532,0.1900738166,0.3217410374,0.023707284790577623,0.0237498
0.0708850279,0.0562416449,0.0432689359,0.0314150302,0.0598033419,0.0910021007,0.1358590799,0.1901557795,0.321369059,0.02370729199460738,0.0237498
0.0695262016,0.0549853822,0.0429234441,0.0307654227,0.0590087434,0.0908643286,0.1341657888,0.189279005,0.3284816836,0.023707292898929762,0.0237498
0.0713797349,0.056520654,0.044035273,0.0315364761,0.0594401565,0.0914715214,0.1357940283,0.1891685259,0.3206536299,0.023707496006657093,0.0237498
0.0711479076,0.0558213715,0.0435754817,0.0314947247,0.0593207206,0.0913434871,0.134611104,0.1890241419,0.323661061,0.023707477758280634,0.0237498
0.0692725668,0.0548283949,0.0424152709,0.030787715,0.0594233528,0.0910889676,0.1352060532,0.1898398028,0.3271378761,0.023707429367058417,0.0237498
0.0690891967,0.0551264351,0.0426487481,0.0307351281,0.0588018136,0.0906500198,0.1348146202,0.1905400595,0.3275939788,0.02370715493527668,0.0237498
0.0688610264,0.0550330137,0.0425489533,0.0306566512,0.058674801,0.0905269451,0.1346830022,0.1907415915,0.3282740156,0.02370713918080663,0.0237498
0.0685791473,0.0550979372,0.0423941052,0.030497349,0.0592829687,0.0908862827,0.1362254408,0.1906152942,0.3264214749,0.023707569255540892,0.0237498
0.0706044946,0.0556683393,0.0433255156,0.0312837446,0.0593127742,0.0912465792,0.1349524901,0.1893609209,0.3242451414,0.02370732382470098,0.0237498
0.0707351991,0.0563805074,0.0434736667,0.03115411,0.0597600754,0.0911310133,0.1346656316,0.1892864521,0.3234133446,0.023707257222852187,0.0237498
0.0710731371,0.0566423381,0.0439410455,0.0313668833,0.0593404015,0.0911764843,0.1352888976,0.1894967636,0.321674049,0.023707374357667205,0.0237498
0.0710712808,0.0554775115,0.0431389312,0.0309869966,0.0587375269,0.0909462491,0.1349173883,0.1895746744,0.3251494413,0.02370738723569326,0.0237498
0.0700112707,0.0556361176,0.0430313698,0.0310005184,0.0588988375,0.0907588636,0.1344227895,0.1871021038,0.3291381292,0.023707158103264885,0.0237498
0.0707046686,0.0557804811,0.0434814611,0.0311343975,0.0594090708,0.0905694469,0.1336963672,0.1889183091,0.3263057977,0.023707134551223467,0.0237498
0.0707789452,0.0557889024,0.0435391038,0.0311476847,0.0594522192,0.0904739358,0.1334221632,0.188866464,0.3265305817,0.02370713926338495,0.0237498
0.069586601,0.0560765902,0.0433821988,0.0311962769,0.0598430341,0.0909649212,0.1346672798,0.1885865648,0.3256965332,0.02370730245490065,0.0237498
0.0692561731,0.0547851306,0.0424555455,0.0307780959,0.059350579,0.0906874101,0.1341581107,0.1884635756,0.3300653794,0.023707291459440498,0.0237498
0.0692908513,0.0554872632,0.0428086862,0.0309633677,0.0592231066,0.0904814639,0.1338243519,0.1907156793,0.3272052299,0.02370708249555913,0.0237498
0.0691333378,0.0554603735,0.0427452755,0.0309473207,0.0591984494,0.0903955833,0.1336550827,0.191074815,0.3273897622,0.02370708754252591,0.0237498
0.0691079838,0.0555089577,0.0427500253,0.0307167039,0.0593368372,0.0903196402,0.1339762006,0.189125142,0.3291585093,0.023707185118689994,0.0237498
0.0700186635,0.0549767458,0.0425545527,0.0306986138,0.0586964907,0.0904593961,0.1341087344,0.1900154164,0.3284713866,0.023707142760364362,0.0237498
0.0701904395,0.0560655544,0.0429296838,0.0311141944,0.0594597483,0.090468489,0.1345973446,0.1894899864,0.3256845595,0.02370710365412066,0.0237498
0.0706654956,0.0565467517,0.0435019029,0.0311751467,0.0591415825,0.090597429,0.1347018178,0.1905315581,0.3231383156,0.02370714028316946,0.0237498
0.0691701582,0.0552899553,0.0427813221,0.0305599068,0.0585997051,0.090112343,0.1326938613,0.1890243781,0.3317683701,0.02370708750384956,0.0237498
0.0688250539,0.0548029198,0.04239049,0.0306279827,0.0583381787,0.0898234334,0.1334916356,0.1897530744,0.3319472314,0.023706930017323564,0.0237498
0.0686130135,0.0546278006,0.0422702149,0.0305695705,0.0581803257,0.0896779839,0.1333609222,0.1898049626,0.332895206,0.023706922454664037,0.0237498
0.0703410427,0.0554781427,0.0430069049,0.0310323701,0.0585041204,0.090491458,0.1340432386,0.190065841,0.3270368815,0.02370716856447534,0.0237498
0.0701527926,0.0554827893,0.0429677336,0.0309842173,0.0586313361,0.0904648681,0.1340331214,0.1899221371,0.3273610045,0.023707087207277603,0.0237498
0.0694722757,0.0553182826,0.0427130193,0.0307463305,0.0588824564,0.0899909771,0.1335142656,0.1926888429,0.3266735499,0.02370700226254362,0.0237498
0.0693402719,0.056053121,0.0432242539,0.0310579256,0.059126519,0.0901818644,0.1336913596,0.1903966985,0.3269279861,0.02370707759142005,0.0237498
0.0683995042,0.0543724171,0.0422144938,0.0305549866,0.0586776067,0.0899518991,0.1328740554,0.1898504943,0.3331045427,0.023707061098902627,0.0237498
0.0701013369,0.05573936,0.0430930827,0.0310509179,0.0591449779,0.0898950038,0.1324914236,0.189442169,0.3290417282,0.023706875172864197,0.0237498
0.0702390916,0.0558177644,0.0431535392,0.0310946693,0.0591971587,0.0898244428,0.1322483788,0.1892976448,0.3291273104,0.023706863544246837,0.0237498
0.0681578472,0.0550012026,0.0420896359,0.030565073,0.0583651079,0.0896889179,0.1331568373,0.1913460472,0.3316293311,0.023707028781835688,0.0237498
0.0682230392,0.0544835637,0.0424542912,0.0304645537,0.0580741279,0.0896178152,0.1319435552,0.1911848381,0.3335542159,0.02370703888796749,0.0237498
0.0690269572,0.0550754267,0.0425290732,0.0309945665,0.0588124779,0.0898615169,0.1336692448,0.192129848,0.3279008888,0.023707100119416534,0.0237498
0.0691397665,0.0552444878,0.0427278239,0.0306520938,0.058644777,0.0900591264,0.1329006565,0.1896830475,0.3309482206,0.02370698516064369,0.0237498
0.0678230407,0.0548303184,0.0422900715,0.0304983376,0.0587841491,0.0894192662,0.1320846725,0.1911826928,0.333087451,0.023707067954695658,0.0237498
0.0683537745,0.0546779148,0.0423321444,0.0304143838,0.058093845,0.0891645437,0.1319015016,0.190495107,0.3345667852,0.02370682011430956,0.0237498
0.0682494546,0.0545877721,0.0422790443,0.0303532517,0.0579680799,0.0890180992,0.1316873133,0.1904705754,0.3353864095,0.02370680580021155,0.0237498
0.0680657376,0.0537922797,0.0417104343,0.0301658195,0.0579368553,0.0892088013,0.1315953951,0.1908300259,0.3366946514,0.023706945698287907,0.0237498
0.0696367277,0.0547793533,0.0425128128,0.0306497178,0.0580872573,0.0899223615,0.133090451,0.189964544,0.3313567746,0.023707027748091754,0.0237498
0.0693312419,0.0553263372,0.0426536648,0.0306138048,0.0580645429,0.0893842376,0.132348129,0.1913210385,0.3309570033,0.02370684821414807,0.0237498
0.0697589526,0.0554060949,0.0424587788,0.0307381067,0.058666462,0.0896661306,0.1333716158,0.1900161757,0.3299176829,0.023706898710732716,0.0237498
0.0701772104,0.0549761423,0.0429058426,0.0306754468,0.0584409847,0.0895898206,0.1322014887,0.189561783,0.3314712808,0.023707003511627134,0.0237498
0.0688184944,0.0552413702,0.0425696476,0.0305965841,0.0587966632,0.0892819498,0.1320721174,0.1908539243,0.331769249,0.023706886426690683,0.0237498
0.0679766583,0.0551037219,0.0421024504,0.030553291,0.0585226144,0.0895464949,0.1329305527,0.1915429851,0.3317212313,0.023707063637180885,0.0237498
0.0697115678,0.055003223,0.0427358538,0.0306496424,0.0584583495,0.0895799991,0.1323556578,0.1899812635,0.331524443,0.023706886434482786,0.0237498
0.068730513,0.0546893179,0.0422982528,0.0304598712,0.0579836583,0.0890504891,0.1313525771,0.1877989933,0.3376363273,0.023706775871154676,0.0237498
0.0686474917,0.0546188956,0.0422518242,0.0304277479,0.0578830401,0.088945061,0.1311106135,0.1872515305,0.3388637953,0.02370678288705862,0.0237498
0.0689749803,0.0546426043,0.0421900366,0.0305124995,0.0580782049,0.0887618075,0.1316314389,0.1904028606,0.3348055675,0.02370669654767669,0.0237498
0.0689567401,0.0545759115,0.0421303152,0.0304969967,0.0580152819,0.0886180798,0.1314900002,0.1904829054,0.3352337692,0.023706685204422713,0.0237498
0.0702538405,0.0562763647,0.0433053024,0.0310751674,0.0588058231,0.0894815936,0.1329166375,0.1891740746,0.3287111961,0.023706833895104504,0.0237498
0.0700634936,0.0557987254,0.042970175,0.0307807747,0.0586983395,0.0889673785,0.1310490599,0.1900636499,0.3316084036,0.023706764554327582,0.0237498
0.0689869151,0.0551087035,0.042894894,0.030621962,0.058220199,0.0888251383,0.130525705,0.1898634217,0.3349530614,0.023706869829353824,0.0237498
0.0688717957,0.055534763,0.0426537533,0.0307041685,0.0583747813,0.0887419435,0.131129718,0.1898721123,0.3341169645,0.023706734793760738,0.0237498
0.0697793364,0.0553619432,0.0428393589,0.0307814997,0.0579409261,0.0889192966,0.131202785,0.1887768798,0.3343979743,0.02370677714352717,0.0237498
0.0697864167,0.0555514491,0.042500319,0.030791527,0.0584576261,0.0893986537,0.1329063096,0.1895298458,0.331077853,0.02370684014568317,0.0237498
0.0684311891,0.0547817615,0.0420967092,0.0302506677,0.0573147763,0.0883029808,0.1313248577,0.1901480052,0.3373490526,0.023706675681026385,0.0237498
0.0682300874,0.0546665562,0.0419791711,0.0301567764,0.0571054293,0.0881332734,0.1312221131,0.1902429257,0.3382636672,0.023706683141607947,0.0237498
0.069139275,0.0551521494,0.0424728165,0.0306513964,0.0582826829,0.0885009047,0.1309930997,0.1878495476,0.3369581278,0.023706632757739207,0.0237498
0.0691177739,0.0551326514,0.0424525763,0.0306555732,0.0583071633,0.088402499,0.1308407809,0.1874613802,0.3376296019,0.02370663241242859,0.0237498
0.068537291,0.0548352406,0.042616103,0.0304436392,0.05785581,0.0882692485,0.1299836567,0.1891961688,0.3382628423,0.023706767838793438,0.0237498
0.0676919193,0.0537938883,0.0416610152,0.0300211463,0.0572986063,0.0879188042,0.1293255051,0.1895556247,0.3427334905,0.023706684055083926,0.0237498
0.0695693198,0.0553023307,0.0425472472,0.0306678106,0.0579849319,0.0881346368,0.1300213783,0.1880537213,0.3377186233,0.023706595870802417,0.0237498
0.0697162659,0.0553819215,0.042577155,0.0307028199,0.0579867794,0.0880359471,0.1298361869,0.1877847956,0.3379781285,0.02370659894563943,0.0237498
0.0679929853,0.0545149485,0.0419226508,0.0302144287,0.0580216433,0.0880599222,0.1302468808,0.189588899,0.3394376414,0.02370668557681474,0.0237498
0.0688758491,0.0551470784,0.0423791829,0.0304810423,0.057987508,0.0877114291,0.129852719,0.1909590013,0.33660619,0.023706576724874227,0.0237498
0.0688919908,0.055197784,0.0423881671,0.0304833993,0.0579878874,0.0875631165,0.1296870026,0.1913085671,0.3364920851,0.023706583580356006,0.0237498
0.0691446168,0.0550714426,0.0420088383,0.0305055654,0.0581445903,0.0883659979,0.1311901984,0.1899596862,0.3356090641,0.023706734427634896,0.0237498
0.067410842,0.0539439366,0.0414392148,0.0301063759,0.0571770703,0.087532136,0.1301543143,0.1890675475,0.3431685627,0.023706630961398713,0.0237498
0.0682807917,0.0538554284,0.0414867976,0.0300505846,0.0572356194,0.087489845,0.1298571714,0.18908131,0.3426624518,0.023706602641177365,0.0237498
0.0678159044,0.0540494496,0.0420166353,0.0301483587,0.0572642619,0.0876720838,0.1295009497,0.1887986171,0.3427337396,0.02370665517056384,0.0237498
0.0689297969,0.0545029208,0.0421239083,0.0304252115,0.0572183504,0.0878910555,0.1302799569,0.1889934353,0.3396353645,0.0237066626420058,0.0237498
0.0679560916,0.0544253565,0.0419139512,0.0301253053,0.0570455475,0.0871670945,0.1287587521,0.1877604437,0.3448474576,0.023706568018144025,0.0237498
0.0678441671,0.0544084606,0.0418896835,0.030083758,0.0569371199,0.0870046653,0.1284528488,0.1874565697,0.3459227271,0.023706588218278844,0.0237498
0.0692871942,0.0553526434,0.042442354,0.0306271722,0.0577101992,0.0877030143,0.130809718,0.1882945128,0.3377731921,0.023706555342738588,0.0237498
0.0694654044,0.0555268318,0.042529691,0.0306949199,0.0577561909,0.0876788726,0.1309762041,0.1881534254,0.3372184597,0.023706576247488065,0.0237498
0.0687340272,0.0544866109,0.042081112,0.0304799962,0.0577813599,0.0871849217,0.1286879563,0.1872887252,0.3432752905,0.02370658753349622,0.0237498
0.0681909737,0.0547624833,0.0420444921,0.0303172119,0.0580026493,0.0874413517,0.1293830688,0.188068271,0.3417894982,0.02370661398823425,0.0237498
0.0693912326,0.055376366,0.042158185,0.0306323448,0.0581217949,0.087609515,0.1301364354,0.1881009645,0.3384731617,0.023706679185170318,0.0237498
0.0681481906,0.0543293307,0.0420464921,0.0302504977,0.0574451169,0.0876586201,0.1296348727,0.1886510891,0.3418357901,0.02370656718794059,0.0237498
0.0678752713,0.0541156907,0.0416343099,0.0300362377,0.0568903193,0.0867188859,0.1285349288,0.1896964718,0.3444978845,0.02370647474599908,0.0237498
0.0677381074,0.0540034129,0.0415439821,0.0299679053,0.0567339011,0.0865324803,0.1282799362,0.1899435715,0.3452567032,0.023706473870572446,0.0237498
0.0696517102,0.0553148616,0.042668678,0.0305528435,0.0579176737,0.0873617191,0.1287968061,0.1882922725,0.3394434352,0.023706565113935325,0.0237498
0.069194252,0.0546188353,0.042201608,0.0303942044,0.057074112,0.087434687,0.1294389307,0.189339158,0.3403042126,0.0237066220012586,0.0237498
0.0684034031,0.054732078,0.0420777766,0.0303335182,0.0578059957,0.0874396796,0.1293947163,0.1883373903,0.3414754421,0.023706539488000673,0.0237498
0.0691334621,0.0557218069,0.0428918278,0.0307243338,0.0579673681,0.0873748208,0.1288610359,0.1881619639,0.3391633806,0.02370666388857452,0.0237498
0.068460842,0.0542495625,0.0417834826,0.0301928351,0.0573901386,0.087465755,0.1296469645,0.1888869413,0.3419234785,0.023706529619852208,0.0237498
0.0675975726,0.0540394306,0.0416604531,0.0300009278,0.0570852029,0.0865818223,0.1286136297,0.1893756988,0.3450452623,0.02370645849217127,0.0237498
0.0673783362,0.0538989678,0.0415618028,0.0299267821,0.0569851346,0.086408837,0.1284574643,0.1895230879,0.3458595873,0.023706458216645784,0.0237498
0.068133246,0.0547244402,0.0420115854,0.0300667138,0.0571133978,0.0873586118,0.1298942191,0.1906300224,0.3400677635,0.023706598235105923,0.0237498
0.0686066205,0.0545370116,0.0420663565,0.0303923839,0.0576397443,0.0872213488,0.1289439581,0.1879973948,0.3425951815,0.02370652035056422,0.0237498
0.0679266015,0.0539238614,0.0416409029,0.0300434639,0.0568239951,0.086719528,0.1285242594,0.1862893065,0.3481080813,0.023706561789732215,0.0237498
0.0688421557,0.0545388793,0.042048196,0.0303823495,0.0577202619,0.0871681349,0.1295704746,0.189177172,0.3405523759,0.02370648438238868,0.0237498
0.0688063245,0.0546819897,0.0419162261,0.0302869435,0.0573830301,0.0865676154,0.1286796514,0.1884053908,0.3432728284,0.02370646412923429,0.0237498
0.0671138443,0.053555144,0.0411263979,0.0299252719,0.056791377,0.0866882082,0.1294926899,0.1887902667,0.3465168001,0.023706575864540405,0.0237498
0.0691154353,0.0549429743,0.0423428043,0.0304202725,0.0576797059,0.0872192487,0.1289438581,0.1883972788,0.3409384223,0.023706499716855647,0.0237498
0.0690987378,0.0551676799,0.0423077948,0.0305165085,0.058070167,0.0874382847,0.1298534376,0.1912401633,0.3363072264,0.023706561104278438,0.0237498
0.0689208261,0.054978918,0.0422065318,0.0304447276,0.057881068,0.0873296778,0.1296515907,0.1904885092,0.3380981507,0.02370651282698917,0.0237498
0.0676666323,0.0536663101,0.0414597295,0.0298965536,0.0572285424,0.086379524,0.1273261744,0.1897379202,0.3466386136,0.0237065936601092,0.0237498
0.0689430194,0.0549945061,0.0422337147,0.0304719813,0.0576078445,0.0874219645,0.1300703054,0.1886011084,0.3396555557,0.02370649294076303,0.0237498
0.0686651564,0.0543405456,0.0418562139,0.0302188982,0.0570878544,0.0866351993,0.1288819595,0.189756249,0.3425579238,0.023706452061872697,0.0237498
0.0686942044,0.0542971566,0.0418316546,0.0302061794,0.0570082279,0.0865458978,0.1288251949,0.1899139692,0.3426775152,0.023706458634063805,0.0237498
0.0686534307,0.0548427843,0.0421664083,0.0303652646,0.0574359141,0.0864246118,0.1284595853,0.1894010097,0.3422509913,0.023706445016741434,0.0237498
0.0686747008,0.0549086436,0.0422088625,0.0303843742,0.0574409038,0.0863090702,0.1283279486,0.1894585079,0.3422869884,0.023706451900746717,0.0237498
0.0685181383,0.0546232028,0.0419060198,0.0301600128,0.0571417903,0.0864918799,0.1290546369,0.190599319,0.3415050001,0.02370642651599149,0.0237498
0.0685083257,0.0546327419,0.0418882945,0.0301343189,0.0570866412,0.0864114734,0.1290672714,0.1908873768,0.3413835563,0.023706429876308062,0.0237498
0.0681126,0.0541004855,0.0416977579,0.0300432233,0.0567329731,0.0861945003,0.1282109809,0.1881315147,0.3467759643,0.023706436297155194,0.0237498
0.0676981365,0.0539519101,0.0414200425,0.0299851763,0.0567272903,0.0860804839,0.1287594978,0.1901674384,0.3452100242,0.02370641880932324,0.0237498
0.067541027,0.0538420218,0.0413177069,0.0299368758,0.0566216338,0.0859539386,0.1287390929,0.1903637287,0.3456839745,0.023706424981017913,0.0237498
0.0675955255,0.0536707057,0.0413494121,0.0298261829,0.0566046439,0.0855828937,0.1273478778,0.1903095263,0.3477132321,0.023706425354608773,0.0237498
0.0674162843,0.0539304625,0.0413775891,0.0297908082,0.0562419727,0.0854793242,0.1273474961,0.18998903,0.348427033,0.02370644258112203,0.0237498
0.0684509607,0.0544510034,0.0418458408,0.0301665338,0.0571202898,0.0858800071,0.1284309676,0.189230219,0.3444241778,0.02370638870816243,0.0237498
0.0685305254,0.0545010073,0.0418795613,0.0301887278,0.0571634557,0.0858074555,0.1284480625,0.1891504514,0.3443307531,0.023706389989035105,0.0237498
0.0673046325,0.0537217217,0.0414580205,0.0298210374,0.0564136908,0.0856958188,0.127977046,0.1909490334,0.3466589989,0.023706414188099795,0.0237498
0.0687117593,0.0544627394,0.0417881366,0.0301565468,0.0566829262,0.0856950699,0.1280917971,0.1901527274,0.3442582972,0.023706450513221206,0.0237498
0.067436618,0.0540490862,0.0414787449,0.0298507711,0.0564897473,0.0852586489,0.1274907048,0.1900076064,0.3479380724,0.023706408351136618,0.0237498
0.0671049657,0.0538341907,0.0414779143,0.0298448829,0.0568521442,0.0861024238,0.1281473456,0.1895785687,0.3470575641,0.023706465514169918,0.0237498
0.0683727753,0.0543302539,0.0417227164,0.0300908083,0.0567187316,0.0857811513,0.1281033588,0.1900313551,0.3448488494,0.023706412218563594,0.0237498
0.0671034558,0.0533415427,0.0410018177,0.029575869,0.0559401199,0.0852305691,0.127700605,0.1904704907,0.34963553,0.023706399390233668,0.0237498
0.0682702701,0.0541224487,0.0417065091,0.0301021939,0.0570662731,0.0861195985,0.1288909589,0.1899900482,0.3437316994,0.023706388107880658,0.0237498
0.0683651369,0.0541436921,0.0417430358,0.0301367373,0.057157807,0.0861907007,0.129062552,0.1899899588,0.3432103795,0.02370639558959542,0.0237498
0.0676106298,0.0539576692,0.0413893245,0.0298634231,0.0566496584,0.0853903609,0.1281789353,0.192248894,0.3447111049,0.02370641782734648,0.0237498
0.0670008817,0.053285733,0.041064667,0.0296797911,0.0561305779,0.0848440161,0.1271390259,0.1901593233,0.3506959839,0.02370640364762113,0.0237498
0.0677927896,0.0541544204,0.0415590004,0.0299817711,0.0565630156,0.0855908686,0.1288035326,0.1904159868,0.3451386149,0.023706374784544997,0.0237498
0.0678147794,0.0542084772,0.0415824285,0.0299990927,0.0565584171,0.0855910157,0.1289656695,0.1904276891,0.3448524308,0.023706379859142142,0.0237498
0.0677108415,0.0539174544,0.041518978,0.029821746,0.0564039114,0.0849837197,0.1273989681,0.1906133852,0.3476309957,0.023706383414022574,0.0237498
0.0678213416,0.0539024314,0.041579109,0.029934442,0.0564261471,0.0855851024,0.1278049362,0.1881537165,0.3487927738,0.023706414531178523,0.0237498
0.0677890162,0.0539109709,0.0415499187,0.0299235335,0.0564604374,0.0855550709,0.1278622759,0.1887832155,0.348165561,0.023706391925673757,0.0237498
0.0682363976,0.0541817979,0.0415304293,0.0299998756,0.0566740378,0.0852457215,0.1279829512,0.1889816353,0.3471671538,0.023706397534079885,0.0237498
0.0671338053,0.0535380236,0.0412220009,0.0297088433,0.0563579012,0.085041251,0.1278289973,0.1896699706,0.3494992069,0.023706356938136147,0.0237498
0.0669956281,0.0534496021,0.0411661573,0.029666231,0.0563175485,0.0849586839,0.1277987633,0.1896293322,0.3500180536,0.023706359434063726,0.0237498
0.0680054035,0.0537065233,0.0414095816,0.0299180883,0.0565581381,0.0855167312,0.1285187676,0.18961836,0.3467484065,0.02370638461389813,0.0237498
0.0686661326,0.0545655311,0.0419016162,0.030142529,0.0570135006,0.0860826268,0.1291790464,0.1893458764,0.3431031409,0.023706380775720477,0.0237498
0.0689125946,0.0547832172,0.0421660269,0.0303735595,0.0574447166,0.0858853684,0.1289454999,0.1887826318,0.3427063851,0.02370640413633698,0.0237498
0.0674845844,0.0536453054,0.041247073,0.0297439441,0.0562571346,0.0853689078,0.1279629682,0.1901145056,0.3481755769,0.023706372356162644,0.0237498
0.0676093849,0.0538210146,0.0415718039,0.0298911033,0.0566149953,0.0858955168,0.1286554102,0.1905250421,0.3454157289,0.0237063789647159,0.0237498
0.0679025274,0.0539911936,0.041553571,0.0299418103,0.05666155,0.0856086573,0.1284075664,0.1899474133,0.3459857106,0.023706356633575777,0.0237498
